Critic_Score,Platform,Genre,Publisher,Name,Global_Sales
89.0,PC,Strategy,Microsoft Game Studios,Rise of Nations,0.04
68.0,PC,Strategy,Unknown,Men of War: Vietnam,0.04
69.0,PC,Strategy,Eidos Interactive,Imperial Glory,0.04
31.0,PS2,Racing,Empire Interactive,Antz Extreme Racing,0.04
44.0,GBA,Sports,Ubisoft,Mike Tyson Boxing,0.04
53.0,X360,Action,Tecmo Koei,Samurai Warriors 2: Empires,0.04
67.0,PSP,Shooter,Other,Metal Slug XX,0.04
66.0,PC,Strategy,Kalypso Media,Patrician IV,0.04
67.0,PS2,Sports,Konami Digital Entertainment,Fisherman's Challenge,0.04
42.0,GBA,Platform,Atari,Mission: Impossible - Operation Surma,0.04
77.0,PC,Action,Capcom,Resident Evil: Revelations,0.04
52.0,XB,Action,Take-Two Interactive,The Da Vinci Code,0.04
35.0,DS,Sports,Majesco Entertainment,Super Black Bass Fishing,0.04
68.0,XB,Misc,Other,Pure Pinball,0.04
62.0,PS2,Action,Sega,Headhunter: Redemption,0.04
77.0,GBA,Racing,Atari,Stuntman,0.04
59.0,DS,Action,Atari,The Chase: Felix Meets Felicity,0.04
78.0,PS4,Action,Capcom,Dead Rising,0.04
94.0,PC,Action,Take-Two Interactive,Grand Theft Auto: Vice City,0.04
59.0,PS3,Sports,Ubisoft,Surf's Up,0.04
50.0,PSP,Shooter,Vivendi Games,SWAT: Target Liberty,0.04
50.0,Wii,Shooter,Other,Twin Strike: Operation Thunder,0.04
47.0,PC,Adventure,Ubisoft,CSI: Fatal Conspiracy,0.04
34.0,X360,Puzzle,Konami Digital Entertainment,Bomberman: Act Zero,0.04
50.0,PC,Strategy,Vivendi Games,Empire Earth III,0.04
60.0,PSP,Action,D3Publisher,Astro Boy: The Video Game,0.04
48.0,PC,Action,Capcom,Resident Evil: Operation Raccoon City,0.04
73.0,XB,Adventure,Empire Interactive,Dreamfall: The Longest Journey,0.04
48.0,PC,Simulation,Deep Silver,JASF: Jane's Advanced Strike Fighters,0.04
57.0,PS2,Sports,Global Star,Outlaw Volleyball Remixed,0.04
53.0,PS2,Strategy,Other,The Adventures of Darwin,0.04
72.0,DS,Shooter,Ubisoft,Brothers In Arms DS,0.04
60.0,PC,Racing,Other,Off-Road Drive,0.04
86.0,XB,Racing,Codemasters,Colin McRae Rally 3,0.04
42.0,DS,Action,Ubisoft,TMNT,0.04
51.0,PS2,Action,Other,Stolen,0.04
72.0,X360,Sports,Namco Bandai Games,Stoked: Big Air Edition,0.04
72.0,PC,Action,Warner Bros. Interactive Entertainment,LEGO Jurassic World,0.04
80.0,XB,Racing,Codemasters,Pro Race Driver,0.04
84.0,PC,Simulation,Activision,The Movies,0.04
41.0,PS,Adventure,Namco Bandai Games,Countdown Vampires,0.04
71.0,DS,Sports,Electronic Arts,FIFA World Cup Germany 2006,0.04
81.0,PC,Strategy,THQ,Supreme Commander: Forged Alliance,0.04
75.0,GBA,Action,Namco Bandai Games,Dragon Ball: Advanced Adventure,0.04
38.0,GBA,Action,THQ,The Ripping Friends,0.04
61.0,PC,Shooter,Capcom,Lost Planet 3,0.04
58.0,GBA,Action,Other,Super Army War,0.04
60.0,PS2,Adventure,Other,Echo Night Beyond,0.04
74.0,DS,Puzzle,Disney Interactive Studios,Meteos: Disney Magic,0.04
49.0,3DS,Action,Rising Star Games,Beyblade Evolution,0.04
44.0,GC,Sports,Konami Digital Entertainment,Evolution Skateboarding,0.04
58.0,PC,Action,Konami Digital Entertainment,Castlevania: Lords of Shadow 2,0.04
39.0,DS,Shooter,Activision,Greg Hastings' Tournament Paintball Max'd,0.04
83.0,PC,Shooter,Microsoft Game Studios,Halo: Combat Evolved,0.04
69.0,PS4,Role-Playing,Other,Exist Archive: The Other Side of the Sky,0.04
68.0,DS,Shooter,Other,Little Red Riding Hood's Zombie BBQ,0.04
69.0,PS4,Action,Ubisoft,Assassin's Creed Chronicles: China,0.04
66.0,PC,Strategy,Unknown,Worms: Ultimate Mayhem,0.04
74.0,PS2,Sports,Electronic Arts,Rugby 08,0.04
74.0,PC,Strategy,Vivendi Games,Caesar IV,0.04
71.0,PS3,Racing,Other,Ferrari Challenge Trofeo Pirelli,0.04
53.0,PS2,Action,Konami Digital Entertainment,Cy Girls,0.04
72.0,PSV,Role-Playing,Namco Bandai Games,Ray Gigant,0.04
56.0,PC,Role-Playing,Other,APB Reloaded,0.04
69.0,GBA,Shooter,Ubisoft,The Sum of All Fears,0.04
50.0,DS,Puzzle,Rising Star Games,Bubble Bobble Double Shot,0.04
52.0,Wii,Shooter,Eidos Interactive,Bionicle Heroes,0.04
63.0,PC,Action,Electronic Arts,Harry Potter and the Order of the Phoenix,0.04
54.0,GBA,Action,Activision,Minority Report: Everybody Runs,0.04
44.0,DS,Shooter,Other,C.O.R.E.,0.04
64.0,PS2,Strategy,Other,Chaos Wars,0.04
74.0,PS2,Role-Playing,505 Games,Steambot Chronicles,0.04
63.0,GBA,Action,Namco Bandai Games,Gumby vs. the Astrobots,0.04
69.0,GC,Platform,Take-Two Interactive,Scaler,0.04
73.0,PC,Action,Vivendi Games,Scarface: The World is Yours,0.04
68.0,PS3,Role-Playing,Nippon Ichi Software,Legasista,0.04
68.0,PS2,Fighting,Ignition Entertainment,Fatal Fury: Battle Archives Volume 1,0.04
67.0,PC,Action,Electronic Arts,Harry Potter and the Prisoner of Azkaban,0.04
82.0,PSP,Racing,Sega,OutRun 2006: Coast 2 Coast,0.04
62.0,PSP,Puzzle,Other,Fading Shadows,0.04
42.0,XB,Racing,Namco Bandai Games,Smashing Drive,0.04
45.0,PS2,Shooter,Capcom,Without Warning,0.04
56.0,XB,Action,Konami Digital Entertainment,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.04
37.0,PSP,Puzzle,Crave Entertainment,Napoleon Dynamite: The Game,0.04
72.0,PC,Action,THQ,Saints Row 2,0.04
84.0,PC,Platform,Focus Home Interactive,Trine 2,0.04
65.0,GBA,Shooter,Universal Interactive,Monster Force,0.04
67.0,XB,Sports,Other,World Championship Pool 2004,0.04
67.0,DS,Adventure,Ignition Entertainment,Teenage Zombies: Invasion of the Alien Brain Thingys,0.04
65.0,PS2,Misc,Ubisoft,Flow: Urban Dance Uprising,0.04
70.0,PC,Simulation,Other,Transport Fever,0.04
54.0,PC,Shooter,Deep Silver,Homefront: The Revolution,0.04
55.0,XB,Shooter,Other,RLH: Run Like Hell,0.04
66.0,XB,Adventure,Other,Obscure,0.04
75.0,XOne,Misc,Ubisoft,Just Dance 2017,0.04
71.0,PSV,Role-Playing,Nippon Ichi Software,Stranger of Sword City,0.04
90.0,PC,Puzzle,Other,World of Goo,0.04
64.0,PC,Adventure,Deep Silver,Secret Files 2: Puritas Cordis,0.04
66.0,PSP,Role-Playing,Sony Computer Entertainment,Monster Kingdom: Jewel Summoner,0.04
80.0,PC,Strategy,Other,Railroad Tycoon 3,0.04
53.0,DS,Simulation,Eidos Interactive,Zoo Hospital,0.04
70.0,GBA,Misc,THQ,Sega Arcade Gallery,0.04
75.0,PC,Shooter,Deep Silver,S.T.A.L.K.E.R.: Clear Sky,0.04
68.0,XB,Shooter,Other,Painkiller: Hell Wars,0.04
71.0,PS2,Misc,Other,FunkMaster Flex's Digital Hitz Factory,0.04
46.0,PS3,Shooter,Majesco Entertainment,Greg Hastings Paintball 2,0.04
89.0,PC,Strategy,Vivendi Games,World in Conflict,0.04
63.0,PSP,Sports,Unknown,Major League Baseball 2K8,0.03
53.0,PS2,Simulation,Other,Rebel Raiders: Operation Nighthawk,0.03
54.0,GBA,Action,Activision,Alienators: Evolution Continues,0.03
64.0,PC,Sports,Focus Home Interactive,Pro Cycling Manager 2016,0.03
50.0,DS,Action,Other,Pirates: Duels on the High Seas,0.03
51.0,XB,Racing,Crave Entertainment,MX World Tour Featuring Jamie Little,0.03
83.0,PC,Action,Eidos Interactive,Tomb Raider: Anniversary,0.03
73.0,PS4,Action,Sony Computer Entertainment,Infamous: First Light,0.03
53.0,PS4,Sports,Focus Home Interactive,Tour de France 2014,0.03
67.0,XB,Sports,Midway Games,RedCard 20-03,0.03
75.0,PC,Adventure,Other,The Night of the Rabbit,0.03
63.0,PSP,Action,Namco Bandai Games,Bounty Hounds,0.03
84.0,XB,Racing,Codemasters,TOCA Race Driver 3,0.03
53.0,PC,Strategy,Focus Home Interactive,A Game of Thrones: Genesis,0.03
70.0,GBA,Shooter,Konami Digital Entertainment,Silent Scope,0.03
55.0,PC,Action,Other,The Cursed Crusade,0.03
58.0,PC,Strategy,Other,Hotel Giant 2,0.03
71.0,PC,Simulation,Ubisoft,DarkStar One,0.03
59.0,PS2,Sports,Konami Digital Entertainment,ESPN NBA 2Night 2002,0.03
60.0,GBA,Action,Ubisoft,"Crouching Tiger, Hidden Dragon",0.03
82.0,PC,Action,Eidos Interactive,Hitman: Blood Money,0.03
77.0,PS4,Shooter,Other,Duke Nukem 3D: 20th Anniversary World Tour,0.03
72.0,PC,Shooter,SouthPeak Games,Section 8,0.03
75.0,GBA,Platform,THQ,Sabre Wulf,0.03
72.0,PC,Role-Playing,Sega,Alpha Protocol,0.03
91.0,PC,Role-Playing,Other,Planescape: Torment,0.03
68.0,GBA,Racing,BAM! Entertainment,Driven,0.03
81.0,PC,Shooter,Activision,Star Wars Jedi Knight: Jedi Academy,0.03
79.0,GC,Shooter,THQ,Red Faction II,0.03
73.0,PS2,Shooter,Atari,Battle Engine Aquila,0.03
60.0,XB,Shooter,Other,Special Forces: Nemesis Strike,0.03
32.0,PS2,Sports,Other,Women's Volleyball Championship,0.03
62.0,PS2,Role-Playing,Capcom,Crimson Tears,0.03
48.0,PS2,Action,Namco Bandai Games,Battle Assault 3 featuring Gundam Seed,0.03
67.0,PSP,Racing,Sony Computer Entertainment,WRC: FIA World Rally Championship,0.03
41.0,X360,Sports,Activision,Rapala Tournament Fishing!,0.03
66.0,PS3,Racing,Other,Superstars V8 Racing,0.03
56.0,GC,Racing,Eidos Interactive,The Italian Job,0.03
61.0,PS4,Fighting,Namco Bandai Games,JoJo's Bizarre Adventure: Eyes of Heaven,0.03
77.0,PC,Adventure,Other,The Void,0.03
63.0,PC,Strategy,Other,Supreme Ruler: Cold War,0.03
84.0,PC,Strategy,Microsoft Game Studios,Rise of Nations: Rise of Legends,0.03
36.0,GC,Shooter,Ubisoft,The Sum of All Fears,0.03
74.0,3DS,Platform,Other,Yumi's Odd Odyssey,0.03
59.0,PS2,Adventure,Capcom,EverBlue 2,0.03
71.0,DS,Misc,Nintendo,Electroplankton,0.03
73.0,PS4,Misc,Ubisoft,Just Dance 2017,0.03
71.0,GBA,Action,Other,CT Special Forces,0.03
57.0,GBA,Sports,Electronic Arts,FIFA World Cup: Germany 2006,0.03
45.0,GBA,Platform,Vivendi Games,Earthworm Jim 2,0.03
70.0,PSP,Role-Playing,Other,Dungeon Maker: Hunting Ground,0.03
69.0,PSP,Racing,Sony Computer Entertainment,MotoGP,0.03
41.0,PSP,Racing,Konami Digital Entertainment,Street Supremacy,0.03
64.0,PC,Simulation,Other,Apache: Air Assault,0.03
78.0,PC,Shooter,Ubisoft,Call of Juarez: Bound in Blood,0.03
82.0,PC,Shooter,THQ,Red Faction: Guerrilla,0.03
75.0,GC,Sports,Konami Digital Entertainment,Disney Sports Soccer,0.03
38.0,PSP,Fighting,Other,Legend of the Dragon,0.03
83.0,PC,Role-Playing,Square Enix,Deus Ex: Mankind Divided,0.03
48.0,PSP,Role-Playing,Ubisoft,Astonishia Story,0.03
75.0,PC,Action,Ubisoft,Prince of Persia: The Forgotten Sands,0.03
55.0,XB,Simulation,Microsoft Game Studios,GunGriffon: Allied Strike,0.03
63.0,PSP,Misc,Other,Stacked with Daniel Negreanu,0.03
73.0,PC,Racing,Other,RACE On,0.03
67.0,X360,Misc,Other,PopCap Arcade Vol 2,0.03
73.0,PC,Action,Other,Song of the Deep,0.03
84.0,PC,Action,Unknown,The Binding of Isaac,0.03
62.0,XB,Platform,Microsoft Game Studios,Tork: Prehistoric Punk,0.03
79.0,PC,Action,Codemasters,Overlord II,0.03
60.0,DS,Simulation,Other,Flipper Critters,0.03
40.0,DS,Sports,Other,Underground Pool,0.03
60.0,PSP,Role-Playing,Other,Jikandia: The Timeless Land,0.03
31.0,DS,Simulation,Majesco Entertainment,Toy Shop,0.03
86.0,PC,Racing,Codemasters,DiRT Rally,0.03
80.0,PC,Racing,Ubisoft,Trials Fusion,0.03
65.0,PS3,Racing,Other,SuperCar Challenge,0.03
80.0,PS4,Action,Other,Prison Architect,0.03
65.0,PSV,Role-Playing,Rising Star Games,Sorcery Saga: The Curse of the Great Curry God,0.03
56.0,PS2,Action,Codemasters,Dance Factory,0.03
64.0,GC,Action,Midway Games,RoadKill,0.03
58.0,PSP,Role-Playing,Namco Bandai Games,The Legend of Heroes III: Song of the Ocean,0.03
62.0,PC,Strategy,Other,Combat Mission: Shock Force,0.03
72.0,GC,Racing,Electronic Arts,F1 2002,0.03
35.0,GBA,Platform,Other,Sitting Ducks,0.03
59.0,DS,Platform,Other,Garfield: A Tale of Two Kitties,0.03
80.0,PC,Strategy,505 Games,Men of War,0.03
76.0,PSP,Puzzle,505 Games,Ultimate Block Party,0.03
61.0,XB,Misc,Other,Stacked with Daniel Negreanu,0.03
76.0,DS,Misc,Konami Digital Entertainment,Konami Classics Series: Arcade Hits,0.03
63.0,GC,Platform,Midway Games,Dr. Muto,0.03
64.0,PS2,Puzzle,Other,Egg Mania: Eggstreme Madness,0.03
59.0,PC,Simulation,Activision,Alter Ego,0.03
88.0,3DS,Adventure,Rising Star Games,Zero Escape: Virtue's Last Reward,0.03
80.0,PS3,Fighting,Capcom,Darkstalkers Resurrection,0.03
74.0,PC,Action,Activision,Transformers: Devastation,0.03
65.0,XOne,Racing,Other,MotoGP 15,0.03
48.0,X360,Sports,Other,Summer Athletics: The Ultimate Challenge,0.03
64.0,XOne,Sports,Unknown,The Golf Club,0.03
91.0,PC,Role-Playing,Atari,Neverwinter Nights,0.03
54.0,XB,Role-Playing,Atari,Digimon World 4,0.03
76.0,Wii,Fighting,PQube,Guilty Gear XX Accent Core Plus,0.03
67.0,XB,Action,Other,Galleon: Islands of Mystery,0.03
61.0,PS2,Sports,Ubisoft,Sunny Garcia Surfing,0.03
76.0,PC,Simulation,Ubisoft,Lock On: Modern Air Combat,0.03
78.0,PS4,Action,Other,Worms: WMD,0.03
52.0,WiiU,Misc,Ubisoft,Rabbids Land,0.03
89.0,PC,Role-Playing,Other,Guild Wars,0.03
70.0,PC,Simulation,Unknown,Take On Helicopters,0.03
66.0,PS2,Simulation,Konami Digital Entertainment,S.L.A.I.: Steel Lancer Arena International,0.03
64.0,XB,Racing,Midway Games,Freaky Flyers,0.03
56.0,DS,Action,Majesco Entertainment,Nacho Libre,0.03
43.0,3DS,Action,Namco Bandai Games,Power Rangers Super Megaforce ,0.03
83.0,PC,Strategy,Vivendi Games,Homeworld 2,0.03
74.0,PC,Platform,Ubisoft,Rayman 3: Hoodlum Havoc,0.03
71.0,PS2,Role-Playing,505 Games,Graffiti Kingdom,0.03
56.0,XB,Shooter,Unknown,Combat Elite: WWII Paratroopers,0.03
47.0,PSP,Puzzle,Rising Star Games,Bubble Bobble Evolution,0.03
78.0,GBA,Platform,Namco Bandai Games,Klonoa 2: Dream Champ Tournament,0.03
79.0,PSP,Platform,Atari,N+,0.03
68.0,PS,Racing,Acclaim Entertainment,Ducati World Racing Challenge,0.03
65.0,DS,Role-Playing,Majesco Entertainment,Away: Shuffle Dungeon,0.03
77.0,PC,Strategy,Other,Knights of Honor,0.03
70.0,GBA,Role-Playing,Other,CIMA: The Enemy,0.03
72.0,PC,Adventure,Other,The Inner World,0.03
79.0,PC,Strategy,Vivendi Games,Empire Earth II,0.03
58.0,DS,Action,Other,Pet Alien: An Intergalactic Puzzlepalooza,0.03
55.0,PSP,Puzzle,Atari,Hot Pixel,0.03
68.0,DS,Puzzle,Other,Doodle Hex,0.03
74.0,XOne,Racing,Namco Bandai Games,Valentino Rossi: The Game,0.03
67.0,PC,Strategy,Atari,Codename: Panzers Cold War,0.03
46.0,GBA,Shooter,Zoo Digital Publishing,R-Type III: The Third Lightning,0.03
59.0,PC,Action,LucasArts,Star Wars: The Force Unleashed II,0.03
51.0,PSP,Puzzle,Majesco Entertainment,Blokus Portable: Steambot Championship,0.03
62.0,GBA,Puzzle,Atari,Atomic Betty,0.03
85.0,PC,Shooter,Other,Doom,0.03
57.0,XB,Strategy,Capcom,Robin Hood: Defender of the Crown,0.03
35.0,GBA,Sports,Zoo Digital Publishing,Street Jam Basketball,0.03
57.0,XB,Action,Namco Bandai Games,Curious George,0.03
59.0,GBA,Platform,Capcom,Disney's Aladdin,0.03
62.0,XB,Sports,Global Star,Virtual Pool: Tournament Edition,0.03
64.0,PC,Simulation,Other,SimCity,0.03
64.0,PC,Action,Electronic Arts,Harry Potter and the Half-Blood Prince,0.03
59.0,PC,Shooter,Bethesda Softworks,Doom 3 BFG Edition,0.03
48.0,GBA,Platform,Atari,Popeye: Rush for Spinach,0.03
78.0,PS2,Strategy,Sega,Culdcept,0.03
54.0,GBA,Action,Ubisoft,Planet of the Apes,0.03
74.0,XB,Sports,Other,Real World Golf,0.03
83.0,PC,Racing,Atari,GTR Evolution,0.03
73.0,PC,Role-Playing,Square Enix,Lords of the Fallen,0.03
75.0,PSP,Sports,Sony Computer Entertainment,NBA 08,0.03
87.0,PC,Strategy,Other,Sins of a Solar Empire,0.03
83.0,X360,Adventure,Other,The Wolf Among Us,0.03
90.0,PC,Sports,Take-Two Interactive,NBA 2K13,0.03
76.0,PC,Action,Ubisoft,Resident Evil 4,0.03
48.0,PS2,Shooter,Namco Bandai Games,DICE: DNA Integrated Cybernetic Enterprises,0.03
70.0,PC,Action,Activision,007: Quantum of Solace,0.03
44.0,XB,Role-Playing,Other,Metal Dungeon,0.03
54.0,GC,Racing,Electronic Arts,Drome Racers,0.03
70.0,GBA,Action,Zoo Digital Publishing,Gekido Advance: Kintaro's Revenge,0.03
61.0,XB,Strategy,Other,Future Tactics: The Uprising,0.03
68.0,PC,Strategy,Other,Commander: Conquest of the Americas,0.03
73.0,PC,Action,Disney Interactive Studios,LEGO Pirates of the Caribbean: The Video Game,0.03
81.0,PSP,Racing,Codemasters,Race Driver 2006,0.03
44.0,GBA,Action,THQ,Buffy the Vampire Slayer: Wrath of the Darkhul King,0.03
48.0,WiiU,Platform,Deep Silver,Mighty No. 9,0.03
58.0,XB,Racing,Konami Digital Entertainment,Whiteout,0.03
73.0,DS,Action,Activision,Kung Fu Panda: Legendary Warriors,0.03
73.0,PSV,Role-Playing,Other,Superdimension Neptune vs Sega Hard Girls,0.03
88.0,PS4,Puzzle,Other,The Talos Principle,0.03
47.0,PSP,Role-Playing,Other,Spectral Souls: Resurrection of the Ethereal Empires,0.03
71.0,XB,Adventure,Ubisoft,Syberia II,0.03
61.0,XB,Racing,Other,Motor Trend presents Lotus Challenge,0.03
90.0,PC,Platform,Other,Braid,0.03
82.0,PC,Action,Other,Syberia,0.03
39.0,DS,Action,505 Games,Turn It Around,0.03
69.0,PC,Adventure,Kalypso Media,Jack Keane,0.03
63.0,PC,Action,Activision,Monsters vs. Aliens,0.03
68.0,PC,Racing,Other,Ride,0.03
76.0,XB,Fighting,Other,The King of Fighters 02/03,0.03
71.0,XB,Sports,Konami Digital Entertainment,ESPN Winter X Games: Snowboarding 2002,0.03
69.0,PC,Misc,Other,Battle vs. Chess,0.03
26.0,Wii,Adventure,Other,The Island of Dr. Frankenstein,0.03
65.0,GC,Platform,Ignition Entertainment,Animaniacs: The Great Edgar Hunt,0.03
79.0,PC,Action,Warner Bros. Interactive Entertainment,LEGO Harry Potter: Years 1-4,0.03
46.0,PC,Simulation,Other,Bus Simulator 16,0.03
57.0,GBA,Action,Unknown,Super Duper Sumos,0.03
41.0,PSP,Platform,Other,CID The Dummy,0.03
66.0,DS,Simulation,Majesco Entertainment,MechAssault: Phantom War,0.03
77.0,PS3,Action,Sony Computer Entertainment,The Last Guy,0.03
68.0,GBA,Sports,Konami Digital Entertainment,Disney Sports Soccer,0.03
41.0,Wii,Sports,Other,101-in-1 Sports Party Megamix,0.03
82.0,PC,Adventure,Other,Botanicula,0.03
45.0,PS2,Racing,Other,D1 Professional Drift Grand Prix Series,0.03
78.0,GBA,Shooter,Take-Two Interactive,Max Payne,0.03
49.0,XB,Sports,Capcom,Pro Cast Sports Fishing,0.03
64.0,PSP,Strategy,Ubisoft,Star Trek: Tactical Assault,0.03
74.0,PC,Strategy,Other,Cossacks: European Wars,0.03
58.0,PS3,Racing,Other,MX vs. ATV Supercross,0.03
83.0,XB,Sports,Take-Two Interactive,NBA 2K7,0.03
62.0,GC,Racing,Capcom,Auto Modellista,0.03
78.0,GBA,Sports,Acclaim Entertainment,Dave Mirra Freestyle BMX 3,0.03
43.0,PSV,Adventure,Other,XBLAZE Code: Embryo,0.03
55.0,DS,Adventure,Rising Star Games,Eco Creatures: Save The Forest,0.03
47.0,XB,Platform,Konami Digital Entertainment,Frogger: Ancient Shadow,0.03
73.0,PC,Strategy,Deep Silver,Warhammer: Mark of Chaos,0.03
62.0,PS2,Simulation,Tecmo Koei,Warship Gunner 2,0.03
56.0,GC,Shooter,Capcom,Gotcha Force,0.03
59.0,Wii,Racing,Ubisoft,Driver: Parallel Lines,0.03
84.0,PC,Shooter,Electronic Arts,Battlefield Vietnam,0.03
70.0,Wii,Adventure,Deep Silver,Secret Files 2: Puritas Cordis,0.03
82.0,PS4,Action,Capcom,Dead Rising 2,0.03
83.0,PC,Role-Playing,Other,Age of Conan: Rise of the Godslayer,0.03
75.0,GC,Action,Vivendi Games,Buffy the Vampire Slayer: Chaos Bleeds,0.03
74.0,GBA,Action,Sega,Jet Grind Radio,0.03
66.0,DS,Action,Konami Digital Entertainment,My Frogger: Toy Trials,0.03
86.0,PC,Shooter,Take-Two Interactive,Max Payne 2: The Fall of Max Payne,0.03
74.0,PC,Role-Playing,Other,Magicka,0.03
76.0,GBA,Role-Playing,Other,Baldur's Gate: Dark Alliance,0.03
55.0,PS2,Action,Capcom,Under the Skin,0.03
75.0,XB,Sports,Electronic Arts,NHL 07,0.03
45.0,XOne,Sports,Other,MX vs. ATV Supercross Encore,0.03
68.0,XOne,Role-Playing,Focus Home Interactive,The Technomancer,0.03
84.0,PC,Role-Playing,Other,Guild Wars: Nightfall,0.03
57.0,PSP,Shooter,Atari,Battlezone,0.03
63.0,PS2,Shooter,Electronic Arts,Medal of Honor: Vanguard,0.03
53.0,PS2,Platform,Sega,Super Monkey Ball Adventure,0.03
68.0,GBA,Sports,Electronic Arts,Madden NFL 07,0.03
70.0,PC,Simulation,Electronic Arts,MySims,0.03
74.0,PC,Simulation,Electronic Arts,The Sims 2: Bon Voyage,0.03
33.0,DS,Simulation,Other,AniMates!,0.03
46.0,PC,Action,LucasArts,Star Wars The Clone Wars: Republic Heroes,0.03
59.0,PS4,Action,Activision,The Peanuts Movie: Snoopy's Grand Adventure,0.03
57.0,PS4,Action,PQube,Aegis of Earth: Protonovus Assault,0.03
72.0,PC,Action,Take-Two Interactive,Bully: Scholarship Edition,0.03
72.0,GBA,Action,Eidos Interactive,Justice League Heroes: The Flash,0.03
62.0,PS2,Role-Playing,Other,Metal Saga,0.03
72.0,PC,Role-Playing,Other,Divinity II: Flames of Vengeance,0.03
31.0,Wii,Platform,Other,CID The Dummy,0.03
80.0,PC,Shooter,Electronic Arts,Battlefield 2142,0.03
65.0,PC,Simulation,Other,Air Conflicts: Secret Wars,0.03
62.0,GBA,Puzzle,Unknown,Bookworm,0.03
60.0,DS,Misc,Other,My DoItAll,0.03
63.0,PC,Shooter,Capcom,Lost Planet 2,0.03
73.0,PC,Simulation,Deep Silver,X3: Terran Conflict,0.03
57.0,PS2,Platform,Ubisoft,Open Season,0.03
67.0,PS4,Adventure,Other,Agatha Christie's The ABC Murders,0.03
52.0,PS2,Shooter,BAM! Entertainment,Judge Dredd: Dredd Vs Death,0.03
69.0,DS,Racing,Other,Ducati Moto,0.03
73.0,GBA,Racing,THQ,Drome Racers,0.03
85.0,PC,Shooter,Vivendi Games,SWAT 4,0.03
89.0,PC,Shooter,Electronic Arts,Battlefield 1942,0.03
54.0,PC,Adventure,Other,Captain Morgane and the Golden Turtle,0.03
45.0,DS,Puzzle,Crave Entertainment,Napoleon Dynamite: The Game,0.03
62.0,PS4,Action,Other,Legend of Kay Anniversary,0.03
70.0,XOne,Shooter,Other,Duke Nukem 3D: 20th Anniversary World Tour,0.03
80.0,PC,Role-Playing,Microsoft Game Studios,Dungeon Siege II,0.03
74.0,PC,Strategy,Eidos Interactive,Battlestations: Pacific,0.03
67.0,GC,Puzzle,Acclaim Entertainment,ZooCube,0.02
78.0,PC,Racing,Codemasters,GRID Autosport,0.02
62.0,GC,Racing,Unknown,Tube Slider,0.02
57.0,PC,Action,Electronic Arts,The Lord of the Rings: Conquest,0.02
26.0,XB,Fighting,Other,Stake: Fortune Fighters,0.02
67.0,PS4,Shooter,Rising Star Games,Assault Suit Leynos,0.02
51.0,GBA,Shooter,Global Star,Serious Sam Advance,0.02
60.0,XB,Shooter,Other,Cold War,0.02
70.0,XB,Simulation,Capcom,Steel Battalion: Line of Contact,0.02
48.0,XB,Sports,Konami Digital Entertainment,NBA Starting Five,0.02
51.0,PS2,Racing,Midway Games,Spy Hunter: Nowhere To Run,0.02
86.0,PC,Action,Square Enix,Final Fantasy XIV: Heavensward,0.02
58.0,PS4,Role-Playing,Other,Omega Quintet,0.02
58.0,GBA,Action,Capcom,Disney's Magical Quest 3 Starring Mickey and Donald,0.02
53.0,XB,Action,BAM! Entertainment,Carmen Sandiego: The Secret of the Stolen Drums,0.02
56.0,XB,Platform,Midway Games,"Ed, Edd n Eddy: The Mis-Edventures",0.02
78.0,PC,Simulation,Microsoft Game Studios,Viva Pinata,0.02
73.0,DS,Racing,Other,Moto Racer DS,0.02
82.0,PC,Role-Playing,Atari,Neverwinter Nights 2,0.02
75.0,PC,Strategy,LucasArts,Star Wars: Empire at War - Forces of Corruption,0.02
72.0,PC,Simulation,Vivendi Games,Jurassic Park: Operation Genesis,0.02
86.0,PC,Role-Playing,Other,Warhammer Online: Age of Reckoning,0.02
66.0,XB,Action,Zoo Digital Publishing,Ty the Tasmanian Tiger 3: Night of the Quinkan,0.02
71.0,XB,Shooter,Eidos Interactive,Total Overdose: A Gunslinger's Tale in Mexico,0.02
30.0,PS2,Sports,Other,AMF Xtreme Bowling,0.02
76.0,PS3,Strategy,Sony Computer Entertainment,Worms,0.02
65.0,X360,Action,Capcom,Capcom Digital Collection,0.02
80.0,GBA,Racing,Codemasters,Colin McRae Rally 2.0,0.02
66.0,PC,Strategy,Ubisoft,The Settlers: Rise of an Empire,0.02
71.0,PS,Strategy,Empire Interactive,Sheep,0.02
40.0,DS,Strategy,Other,Tank Beat,0.02
71.0,PC,Strategy,Deep Silver,ParaWorld,0.02
71.0,GBA,Shooter,Konami Digital Entertainment,AirForce Delta Storm,0.02
66.0,PC,Adventure,Other,Ghost Pirates of Vooju Island,0.02
63.0,GC,Strategy,Other,Future Tactics: The Uprising,0.02
51.0,PSP,Action,Konami Digital Entertainment,Rengoku II:  The Stairway To H.E.A.V.E.N.,0.02
62.0,PS4,Adventure,Sony Computer Entertainment,Here They Lie,0.02
35.0,Wii,Platform,Ignition Entertainment,George of the Jungle and the Search for the Secret,0.02
47.0,GBA,Shooter,Vivendi Games,Thunderbirds,0.02
39.0,DS,Adventure,Other,Inkheart,0.02
60.0,XB,Racing,Empire Interactive,Total Immersion Racing,0.02
60.0,PSP,Puzzle,Other,Luxor: The Wrath of Set,0.02
76.0,PC,Strategy,Atari,Demigod,0.02
